"State","Municipality","Name Id","Place Name","Place Name Status","Feature Type Code","Feature Type","Longitude","Latitude","Place Id","Historical Information","Origin Language","Australian Indigenous Language","Anzac Related Name","Date First Recorded Day","Date First Recorded Month","Date First Recorded Year","Source","Author","Title","Date Published Day","Date Published Month","Date Published Year","Publisher","Place of Publication","Pages(s)","Editor","Chapter Title","Journal Name","Issue","Year","Newspaper","File Number","Site Owner","Page Title","Site Title","Url","Location","Type of Artefact","Cartographer","Scale","Informant","Tape Title","Tape Number","Municipal Name","Endorsed by Council","Council Minutes","Organisation Name","Endorsed by GPNAP"
"VIC","GREATER DANDENONG CITY","116594","CANBERRA AVENUE CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.207775","-37.996689","116349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","FRANKSTON CITY","116595","CANDLEBARK CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.148738","-38.123227","116350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","BOROONDARA CITY","116597","CANTERBURY CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.070087","-37.821084","116352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","CASEY CITY","116603","CARLISLE CHILD CARE CLUB","RECORDED","CHCA","CHILD CARE","145.289371","-38.086383","116358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","KINGSTON CITY","116606","CARRUM CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.13085","-38.076314","116361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","CASEY CITY","116612","CASEY RECREATION AND AQUATIC CENTRE CRECHE","RECORDED","CHCA","CHILD CARE","145.297057","-38.1134","116367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MOUNT ALEXANDER SHIRE","118440","CASTLEMAINE CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","144.215617","-37.06289","118195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","STONNINGTON CITY","116624","CENTRAL PARK CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.050204","-37.866419","116379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MORNINGTON PENINSULA SHIRE","116627","CERBERUS CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.207623","-38.369167","116382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GLEN EIRA CITY","116629","CHABAD GLEN EIRA CRECHE","RECORDED","CHCA","CHILD CARE","145.028868","-37.880888","116384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","STONNINGTON CITY","116630","CHABAD HOUSE OF MALVERN/TOORAK","RECORDED","CHCA","CHILD CARE","145.029634","-37.852331","116385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
